Campagne,Region,Site,Famille,Variete,Num Parcelle,CodeTracabilite,Date,Tonnage,is_train,Recolte,day,month,year,irrigation_daily_mean,irrigation_daily_std,irrigation_daily_median,irrigation_daily_quantile_25th,irrigation_daily_quantile_75th,irrigation_daily_min,irrigation_daily_max,irrigation_cumulee_1,irrigation_cumulee_2,irrigation_cumulee_3,irrigation_cumulee_4,irrigation_cumulee_5,irrigation_cumulee_6,irrigation_cumulee_7,irrigation_cumulee_8,irrigation_cumulee_9,irrigation_cumulee_10,irrigation_cumulee_11,irrigation_cumulee_12,N_cumulee_1,P_cumulee_1,K_cumulee_1,N_cumulee_2,P_cumulee_2,K_cumulee_2,N_cumulee_3,P_cumulee_3,K_cumulee_3,N_cumulee_4,P_cumulee_4,K_cumulee_4,N_cumulee_5,P_cumulee_5,K_cumulee_5,N_cumulee_6,P_cumulee_6,K_cumulee_6,N_cumulee_7,P_cumulee_7,K_cumulee_7,N_cumulee_8,P_cumulee_8,K_cumulee_8,N_cumulee_9,P_cumulee_9,K_cumulee_9,N_cumulee_10,P_cumulee_10,K_cumulee_10,N_cumulee_11,P_cumulee_11,K_cumulee_11,N_cumulee_12,P_cumulee_12,K_cumulee_12,Date Plantation,Date Arrachage,Porte Greffe,Sup Debut Camp,Sup Plantee,Sup Arrachee,Sup Fin Camp,Tree Age,Days to Arrachage
20/21,HAOUZ,Douar Ahl quadi,ORA,ORA2,21062,TR21062,2021-02-01,"11518,65359",True,0,1,2,2021,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073-06-30,,PG5,0.8854,0.0,0.0,0.8854,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10114,TR10000,2021-02-01,"11859,53351",True,0,1,2,2021,37.25051588785047,9.360955350995996,41.3475,31.8669,42.9855,10.6223,74.7035,16.2809,605.5203,720.926,929.1638,1216.9763999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520129383,1.012592307,0.675061538,0.0,1.41105562,0.940703747,2.381465807,4.705499161,32.800854332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10115,TR10000,2021-02-01,"2880,62678",True,0,1,2,2021,37.25051588785047,9.360955350995996,41.3475,31.8669,42.9855,10.6223,74.7035,16.2809,605.5203,720.926,929.1638,1216.9763999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520129383,1.012592307,0.675061538,0.0,1.41105562,0.940703747,2.381465807,4.705499161,32.800854332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-05-25,,PG2,1.5718,0.0,0.0,1.5718,5001.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10125,TR10000,2021-02-01,"21714,36311",True,1,1,2,2021,37.25051588785047,9.360955350995996,41.3475,31.8669,42.9855,10.6223,74.7035,16.2809,605.5203,720.926,929.1638,1216.9763999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520129383,1.012592307,0.675061538,0.0,1.41105562,0.940703747,2.381465807,4.705499161,32.800854332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10127,TR10000,2021-02-01,"11740,46876",True,1,1,2,2021,38.95771152647975,9.80141762879026,43.5305,33.2656,44.9241,11.0885,77.9825,16.9955,632.0985,752.5698,974.9822,1288.5180000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.586853085,1.057038463,0.704692309,0.0,1.494721898,0.996481266,2.522670995,4.984504184,34.74572834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10201,TR10000,2021-02-01,"18061,86887",True,1,1,2,2021,32.916856386292835,8.086184716166633,35.6919,27.8187,38.1413,8.5293,70.7277,13.2095,681.6015000000001,604.7502999999999,780.3476,1053.2580999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339539848,0.892297564,0.594865043,0.0,1.24691014,0.831273427,2.104434309,4.158117183,28.985191854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10202,TR10000,2021-02-01,"15897,1913",True,0,1,2,2021,25.83838691588785,6.347384164398223,28.0068,21.8289,29.9289,6.6928,55.4989,10.3653,534.8417,474.5377,612.9333,828.7776000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.051114801,0.700171165,0.466780777,0.0,0.981251233,0.654167489,1.65607664,3.2722146379999995,22.809787427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.2388,0.0,0.0,1.2388,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10203,TR10000,2021-02-01,"2076,30995",True,0,1,2,2021,19.648371651090343,4.827580033545543,21.374,16.5779,22.7295,5.0829,42.1486,7.8719,406.1852,360.3871999999999,467.1944,635.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798268501,0.531744569,0.354496379,0.0,0.753121918,0.502081278,1.2710584,2.511463405,17.506781408000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.0419,0.0,0.0,1.0419,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10209,TR10000,2021-02-01,"30277,86359",True,0,1,2,2021,36.30764641744548,8.919188045871664,39.3796,30.6929,42.0821,9.4106,78.0353,14.5743,752.0250000000001,667.2332000000001,860.2909999999999,1159.4930000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.477941176,0.984489796,0.656326531,0.0,1.37257102,0.915047347,2.316514593,4.577163151,31.906256167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.5718,0.0,0.0,1.5718,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10211,TR10000,2021-02-01,"2106,48104",True,0,1,2,2021,36.30764641744548,8.919188045871664,39.3796,30.6929,42.0821,9.4106,78.0353,14.5743,752.0250000000001,667.2332000000001,860.2909999999999,1159.4930000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.477941176,0.984489796,0.656326531,0.0,1.37257102,0.915047347,2.316514593,4.577163151,31.906256167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10212,TR10000,2021-02-01,"20722,46081",True,0,1,2,2021,37.37045171339564,9.180306224328383,40.5361,31.5943,43.318,9.6869,80.3271,15.0023,774.1109,686.8294999999999,885.3212,1192.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.521347249,1.013403555,0.67560237,0.0,1.411787335,0.941191557,2.382700724,4.7079392360000005,32.817863481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.6053,0.0,0.0,1.6053,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,10213,TR10000,2021-02-01,"8457,59084",True,0,1,2,2021,37.37045171339564,9.180306224328383,40.5361,31.5943,43.318,9.6869,80.3271,15.0023,774.1109,686.8294999999999,885.3212,1192.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.521347249,1.013403555,0.67560237,0.0,1.411787335,0.941191557,2.382700724,4.7079392360000005,32.817863481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.6053,0.0,0.0,1.6053,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20118,TR20100,2021-02-01,"15116,58497",True,1,1,2,2021,35.63055015576324,11.030471052815814,37.5838,26.9617,41.8182,11.876,69.0092,18.0662,514.2445,567.2048,815.7288,1125.2370999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4042562,0.935406579,0.623604386,0.0,1.287424249,0.858282833,2.172810756,4.293221075,29.926967209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-07-07,,PG7,1.5718,0.0,0.0,1.5718,4958.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20119,TR20100,2021-02-01,"599,99864",True,1,1,2,2021,19.664278504672893,6.092452905927361,21.3829,14.7054,22.9639,6.4774,37.6388,9.8536,280.4783,309.3638,460.9936,671.7094000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765906708,0.510187652,0.340125101,0.0,0.770872461,0.513914974,1.3010163380000002,2.5706568030000003,17.919403704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20121,TR20200,2021-02-01,"9640,11815",True,1,1,2,2021,35.96455451713396,11.123723060299426,38.8946,27.0331,41.9749,11.9074,69.1919,18.114,515.6061,568.707,834.5911999999998,1188.4440000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.407974741,0.937883582,0.625255722,0.0,1.362177916,0.90811861,2.298973956,4.542504879,31.664662079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-07-07,,PG6,1.6388,0.0,0.0,1.6388,4958.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20122,TR20200,2021-02-01,"11737,02812",True,1,1,2,2021,35.63055015576324,11.030471052815814,37.5838,26.9617,41.8182,11.876,69.0092,18.0662,514.2445,567.2048,815.7288,1125.2370999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4042562,0.935406579,0.623604386,0.0,1.287424249,0.858282833,2.172810756,4.293221075,29.926967209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20123,TR20200,2021-02-01,"1043,27765",True,1,1,2,2021,35.63055015576324,11.030471052815814,37.5838,26.9617,41.8182,11.876,69.0092,18.0662,514.2445,567.2048,815.7288,1125.2370999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4042562,0.935406579,0.623604386,0.0,1.287424249,0.858282833,2.172810756,4.293221075,29.926967209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-07-07,,PG6,1.5718,0.0,0.0,1.5718,4958.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20132,TR20200,2021-02-01,"16272,22529",True,0,1,2,2021,35.534507788162,11.000592775330697,37.4914,26.8882,41.7041,11.8436,68.8209,18.0169,512.8414,565.6575,813.5849000000001,1122.4610999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.400424976,0.932854515,0.62190301,0.0,1.284260073,0.856173382,2.167470517,4.28266938,29.853413986000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-07-07,,PG5,1.5718,0.0,0.0,1.5718,4958.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20133,TR20200,2021-02-01,"21653,25971",True,1,1,2,2021,35.48800560747663,10.992744001179526,37.221,26.8882,41.7041,11.8436,68.8209,18.0169,512.8414,565.6575,810.3441,1110.7747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.400424976,0.932854515,0.62190301,0.0,1.270416802,0.846944534,2.144106954,4.236505713,29.531618638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20204,TR20200,2021-02-01,"20581,13993",True,1,1,2,2021,18.996446417445483,6.573674540234895,18.6077,14.0411,22.8069,5.5115,33.7773,9.317,272.817,293.52419999999995,401.0704,495.38110000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803753555,0.535398287,0.356932191,0.0,0.601781255,0.401187503,1.015637841,2.0067821180000003,13.988774774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20205,TR20200,2021-02-01,"7099,02557",True,1,1,2,2021,12.275809968847351,4.264649206781293,12.046,9.0897,14.7644,3.5679,21.8662,6.0315,176.612,190.0171,258.1405,315.1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520321415,0.346597775,0.231065183,0.0,0.382595179,0.255063452,0.645713267,1.275854239,8.893659859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-07,,PG6,0.72,0.0,0.0,0.72,4561.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20206,TR20200,2021-02-01,"1082,05688",True,1,1,2,2021,11.723684423676012,15.111505220865872,7.1408,4.6169,8.7946,1.8089,61.5387,3.0579,89.5394,96.3354,508.6157,1547.5680000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263794453,0.175719407,0.117146271,0.0,1.953065593,1.302043729,3.296226486,6.512959783,45.400208965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-07,,PG6,2.0045,0.0,0.0,2.0045,4561.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20207,TR20200,2021-02-01,"15959,75309",True,1,1,2,2021,42.97151651090344,14.880280380227894,42.1054,31.7721,51.6073,12.4713,76.4311,21.0824,617.3284,664.1845,906.6115,1117.5357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818728226,1.2114957,0.8076638,0.0,1.357384945,0.904923296,2.2908847709999995,4.526521582,31.553246522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-07,,PG6,1.5214,0.0,0.0,1.5214,4561.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20208,TR20200,2021-02-01,"6663,61688",True,1,1,2,2021,45.46707445482867,15.79176125540135,44.6113,33.6629,54.6787,13.2135,80.9798,22.3371,654.0678,703.7126000000001,956.3205,1168.4423000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92696745,1.283596277,0.855730851,0.0,1.41839101,0.945594006,2.393845884,4.729960752,32.97136996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08-07,,PG6,1.5653,0.0,0.0,1.5653,4927.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20216,TR20200,2021-02-01,"12590,02934",True,1,1,2,2021,45.46707445482867,15.79176125540135,44.6113,33.6629,54.6787,13.2135,80.9798,22.3371,654.0678,703.7126000000001,956.3205,1168.4423000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92696745,1.283596277,0.855730851,0.0,1.41839101,0.945594006,2.393845884,4.729960752,32.97136996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20217,TR20200,2021-02-01,"28243,55201",True,1,1,2,2021,45.46707445482867,15.79176125540135,44.6113,33.6629,54.6787,13.2135,80.9798,22.3371,654.0678,703.7126000000001,956.3205,1168.4423000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92696745,1.283596277,0.855730851,0.0,1.41839101,0.945594006,2.393845884,4.729960752,32.97136996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,20235,TR30200,2021-02-01,"26532,11222",True,1,1,2,2021,42.110988161993774,13.139641561732068,45.4333,33.6734,53.0055,3.0404,66.8879,21.6841,580.4213,604.1132000000001,976.6609999999998,1361.1432000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17025059,0.78016706,0.0,1.689013557,1.126009038,4.607390787,5.632415734,39.262157242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG6,1.7028,0.0,0.0,1.7028,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30138,TR30100,2021-02-01,"21684,07484",True,1,1,2,2021,39.51980062305296,10.090126376717222,42.45,34.3,46.6,13.45,64.15,21.9,620.1,668.65,1005.6118,1314.4692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.68,0.0,1.405781179,0.937187453,3.903814029,4.687910293,32.678246711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.5718,0.0,0.0,1.5718,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30139,TR30100,2021-02-01,"4800,71168",True,1,1,2,2021,39.51512429906542,10.087933866049214,42.45,34.3,46.6,13.45,64.15,21.9,620.1,668.65,1005.2789,1313.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.68,0.0,1.404485528,0.936323685,3.901627326,4.683589636,32.648128507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30147,TR30100,2021-02-01,"24810,1568",True,1,1,2,2021,39.51980062305296,10.090126376717222,42.45,34.3,46.6,13.45,64.15,21.9,620.1,668.65,1005.6118,1314.4692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.68,0.0,1.405781179,0.937187453,3.903814029,4.687910293,32.678246711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30148,TR30100,2021-02-01,"26824,6643",True,1,1,2,2021,39.945395638629286,10.356396791686567,42.8,34.3,47.825,13.45,64.15,21.9,620.1,668.65,1035.9070000000002,1420.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.68,0.0,1.523685407,1.015790271,4.10280326,5.0810898600000005,35.419002886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.5718,0.0,0.0,1.5718,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30149,TR30100,2021-02-01,"16958,30012",True,1,1,2,2021,39.51512429906542,10.087933866049214,42.45,34.3,46.6,13.45,64.15,21.9,620.1,668.65,1005.2789,1313.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.68,0.0,1.404485528,0.936323685,3.901627326,4.683589636,32.648128507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.5718,0.0,0.0,1.5718,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30156,TR30100,2021-02-01,"26527,45457",True,1,1,2,2021,39.51980062305296,10.090126376717222,42.45,34.3,46.6,13.45,64.15,21.9,620.1,668.65,1005.6118,1314.4692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.68,0.0,1.405781179,0.937187453,3.903814029,4.687910293,32.678246711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG2,1.5718,0.0,0.0,1.5718,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30234,TR30200,2021-02-01,"7986,38579",True,1,1,2,2021,36.326886915887854,11.34086585923957,38.711,29.1274,45.8496,2.6299,57.8579,18.7567,502.0631,522.5566000000001,837.9005,1152.5071999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.012264326,0.674842884,0.0,1.429097771,0.952731848,3.931552904,4.765664992,33.220255204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG6,1.5718,0.0,0.0,1.5718,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30236,TR30200,2021-02-01,"13157,3843",True,1,1,2,2021,53.62183738317757,16.77391555921084,56.4191,43.1786,67.9677,3.8986,85.7688,27.805,744.2609000000001,774.6405000000001,1226.1073,1650.8719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.500585506,1.000390337,0.0,2.044641573,1.363094382,5.70349826,6.818341585,47.52894886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30237,TR30200,2021-02-01,"22391,22992",True,1,1,2,2021,36.326886915887854,11.34086585923957,38.711,29.1274,45.8496,2.6299,57.8579,18.7567,502.0631,522.5566000000001,837.9005,1152.5071999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.012264326,0.674842884,0.0,1.429097771,0.952731848,3.931552904,4.765664992,33.220255204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,30251,TR30200,2021-02-01,"1793,09525",True,1,1,2,2021,50.96059937694704,15.931515319652185,53.7032,40.9932,64.5276,3.7013,81.4277,26.3977,706.5910999999999,735.4331,1167.731,1580.5708000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.424635252,0.949756835,0.0,1.958149327,1.305432885,5.443505161,6.529912708000001,45.51838349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
20/21,HAOUZ,Ouled Moussa,AF,AF1,40128,TR40300,2021-02-01,"4218,40589",True,1,1,2,2021,33.2521828125,11.15453570328446,34.0561,25.168075,42.955325,5.5689,62.1622,17.1658,553.6771,520.4871999999999,729.5533,1012.8151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803172552,0.535448368,0.0,1.186335906,0.790890604,3.207945108,3.956118056,27.57710658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG5,1.3533,0.0,0.0,1.3533,5139.0,
20/21,HAOUZ,Ouled Moussa,AF,AF1,40129,TR40100,2021-02-01,"1013,9879",True,0,1,2,2021,43.4201175,14.646491166272735,43.82615,33.144225000000006,56.366075,7.3338,81.8626,22.606,729.1478999999999,685.4394,933.852,1242.2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.057712812,0.705141874,0.0,1.451154969,0.967436646,4.037007687,4.839219935,33.732988316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-07,,PG9,1.5718,0.0,0.0,1.5718,5139.0,
